gene_name.GENEID,gene_name.GENENAME,MUT_12DPA_R1,MUT_12DPA_R2,MUT_12DPA_R3,WT_12DPA_R1,WT_12DPA_R2,MUT_14DPA_R1,MUT_14DPA_R2,MUT_14DPA_R3,WT_14DPA_R1,WT_14DPA_R2
ENSMUSG00000000001,Gnai3,92.09,102.26,95.94,65.79,55.21,108.02,97.77,100.38,49.12,59.46
ENSMUSG00000000003,Pbsn,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000028,Cdc45,2.81,1.92,2.99,1.36,2.29,1.08,1.07,1.13,0.9,1.64
ENSMUSG00000000037,Scml2,0.86,1.11,1.35,0.54,0.65,0.69,0.62,0.91,0.53,0.65
ENSMUSG00000000049,Apoh,0,0.01,0.01,0,0.02,0,0,0,0.02,0
ENSMUSG00000000056,Narf,14.88,13.46,16.57,9.58,11.9,12.64,10.39,12.4,6.54,9.39
ENSMUSG00000000058,Cav2,42.43,52.42,73.13,39.38,29.9,43.71,49.9,52.68,29.63,28.85
ENSMUSG00000000078,Klf6,40.45,51.34,59.28,27.51,36.23,56.46,44.09,43.06,24.19,23.98
ENSMUSG00000000085,Scmh1,8.43,8.25,11.19,8.69,9.4,6.13,5.19,7.37,5.06,6.58
ENSMUSG00000000088,Cox5a,112.06,126.29,121.76,92.97,85.92,110.17,107.91,115.53,56.46,74.86
ENSMUSG00000000093,Tbx2,1.1,1.87,0.86,3.31,3.68,0.61,2.03,1.24,3.41,3.1
ENSMUSG00000000094,Tbx4,0.52,0.87,0.88,1.67,1.56,0.22,0.72,0.41,0.95,1.17
ENSMUSG00000000103,Zfy2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000120,Ngfr,1.18,1.96,0.87,2.25,1.09,1.31,1.54,1.99,1.04,0.82
ENSMUSG00000000125,Wnt3,1.36,1.65,3.06,2.57,6.67,1.57,1.56,2.3,1.43,5.13
ENSMUSG00000000126,Wnt9a,1.89,2.57,5.82,3.82,4.62,1.21,1.81,1.96,2,2.17
ENSMUSG00000000127,Fer,8.76,9.66,9.24,9.31,10.74,7.43,6.08,6.22,7.52,9.7
ENSMUSG00000000131,Xpo6,14.05,17.74,21.23,12.16,22.07,15.19,12.06,11.52,8.68,11.64
ENSMUSG00000000134,Tfe3,12.18,17.41,17.59,10.38,11,13.65,9.92,10.24,5.23,7.42
ENSMUSG00000000142,Axin2,3.51,4.62,5.51,4.54,6.56,2.88,2.59,3.56,3.74,5.4
ENSMUSG00000000148,Brat1,3.08,3.2,3.54,2.68,2.86,1.9,1.89,1.57,1.56,2.32
ENSMUSG00000000149,Gna12,12.41,15.87,18.84,12.66,17.06,13.91,11.65,10.57,8.21,13.12
ENSMUSG00000000154,Slc22a18,2.88,3.7,3.82,2.71,3.4,2.88,2.66,2.64,1.81,2.57
ENSMUSG00000000157,Itgb2l,0.03,0.01,0.02,0,0,0.05,0,0,0,0.11
ENSMUSG00000000159,Igsf5,0.04,0.01,0,0.01,0.01,0,0.02,0,0,0.01
ENSMUSG00000000167,Pih1d2,0.61,0.43,0.64,0.52,0.17,0.3,0.41,0.37,0.45,0.32
ENSMUSG00000000168,Dlat,9.48,10.11,11.71,6.04,8.58,7.83,7.02,6.49,4.17,6.37
ENSMUSG00000000171,Sdhd,32.87,28.52,33.39,23.72,20.75,21.69,27.41,28.11,18.29,20.28
ENSMUSG00000000182,Fgf23,0,0.02,0,0,0.01,0,0.01,0.02,0,0
ENSMUSG00000000183,Fgf6,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000184,Ccnd2,35.32,32.39,42.64,39.5,54.24,28.54,29.5,30.03,24.48,41.67
ENSMUSG00000000194,Gpr107,14.41,17.52,16.17,12.65,14.58,13.5,12.91,12.1,8.85,11.11
ENSMUSG00000000197,Nalcn,0.03,0.03,0.02,0.05,0.02,0.05,0.04,0.07,0.01,0.02
ENSMUSG00000000202,Btbd17,0,0.03,0.01,0.03,0,0.01,0,0,0.01,0
ENSMUSG00000000204,Slfn4,0.13,0.2,1.59,0.13,0.11,0.8,0.33,0.32,0.16,0.14
ENSMUSG00000000214,Th,0.04,0.01,0,0,0,0.01,0.02,0,0,0
ENSMUSG00000000215,Ins2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000216,Scnn1g,1.38,1.49,1.84,0.77,1.57,2.16,1.04,1.05,0.42,1.43
ENSMUSG00000000223,Drp2,0.18,0.29,0.26,0.38,0.37,0.09,0.27,0.24,0.2,0.22
ENSMUSG00000000244,Tspan32,0.03,0.02,0.13,0.14,0.12,0.03,0.06,0.03,0.08,0.08
ENSMUSG00000000247,Lhx2,0.52,0.38,0.49,0.4,0.9,0.14,0.32,0.16,0.47,0.32
ENSMUSG00000000248,Clec2g,13.5,13.85,13,10.34,9.9,14.24,9.85,8.87,8.96,6.99
ENSMUSG00000000253,Gmpr,1.58,0.66,1.7,0.68,1.35,0.64,0.81,0.65,0.95,1.5
ENSMUSG00000000263,Glra1,0,0,0,0.01,0.04,0,0,0,0.01,0.01
ENSMUSG00000000266,Mid2,12.85,16.42,15.72,11.67,14.3,17.81,11.76,13.48,8.26,10.58
ENSMUSG00000000275,Trim25,10.46,12.55,9.36,4.34,5.58,8.27,10.03,8.67,3.75,5.03
ENSMUSG00000000276,Dgke,1.89,2.44,2.12,1.09,1.69,1.73,1.8,1.52,0.91,1.22
ENSMUSG00000000278,Scpep1,28.82,34.16,26.13,27.23,24.76,35.93,35.34,29.83,16.98,18.1
ENSMUSG00000000282,Mnt,12.12,15.77,17.9,5.66,8.51,17.73,11.27,12.4,5.18,5.72
ENSMUSG00000000290,Itgb2,1.07,0.97,8.43,1.71,1.69,0.64,0.89,1.07,0.76,1.17
ENSMUSG00000000295,Hddc2,15.89,16.76,16.75,11.81,12.57,14.28,16.14,16.79,10.23,15.67
ENSMUSG00000000296,Tpd52l1,2.11,3.13,3.81,2.49,5.25,2.38,1.93,1.96,2.08,5.74
ENSMUSG00000000301,Pemt,3.11,2,2.16,1.55,2.25,1.67,2,1.19,1.21,1.44
ENSMUSG00000000303,Cdh1,93.24,105.97,129.79,55.61,65.79,106.81,74.76,87.23,33.01,56.91
ENSMUSG00000000305,Cdh4,0.17,0.35,0.35,0.61,1.59,0.23,0.48,0.24,0.55,0.61
ENSMUSG00000000308,Ckmt1,115.97,119.82,114.26,65.38,65.38,99.49,85.19,96.58,44.35,51.65
ENSMUSG00000000317,Bcl6b,0.59,0.51,0.51,1.1,1.42,0.23,0.5,0.26,0.93,1.06
ENSMUSG00000000318,Clec10a,0.08,0.12,0.15,0.19,0.36,0,0.07,0.06,0.16,0.22
ENSMUSG00000000320,Alox12,11.92,11.96,9.47,5.49,4.31,14.01,9.1,9.65,3.69,3.68
ENSMUSG00000000326,Comt,36.45,41.12,41.71,20.85,22.65,35.33,35.22,29.3,13.16,17.76
ENSMUSG00000000339,Rtca,6.49,8.53,9.8,4.79,5.83,6.76,7.11,6.73,3.67,5.32
ENSMUSG00000000340,Dbt,3.75,4.62,5.42,1.61,2.52,3.89,4.49,2.93,1.24,2.52
ENSMUSG00000000346,Dazap2,75.35,90.93,102.09,52.82,55.55,90.43,89.23,78.11,37.42,50.56
ENSMUSG00000000355,Mcts1,19.13,20.52,19.99,16.2,13.89,18.92,18.33,20.18,11.13,13.27
ENSMUSG00000000359,Rem1,0.28,0.41,0.5,0.45,0.68,0.17,0.52,0.83,1,0.61
ENSMUSG00000000365,Rnf17,0.17,0.19,0.22,0.21,0.06,0.12,0.16,0.06,0.14,0.31
ENSMUSG00000000374,Trappc10,19.25,26.82,30.13,10.41,14.43,22.5,15.86,15.21,7.83,11.84
ENSMUSG00000000378,Ccm2,5.24,4.28,6.29,4.97,4.32,3.38,2.99,3.13,3.28,3.79
ENSMUSG00000000381,Wap,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000384,Tbrg4,13.37,16.64,18.84,8.89,13.98,12.03,10.38,11.68,5.52,9.69
ENSMUSG00000000385,Tmprss2,0.06,0.1,0.1,0.14,0.21,0.29,0.12,0.01,0.17,0.16
ENSMUSG00000000386,Mx1,0.14,0.06,0.15,0.23,0.04,0,0.19,0.04,0.04,0.03
ENSMUSG00000000392,Fap,1.67,1.63,3.48,4.23,3.37,0.74,2.39,1.88,4,4.07
ENSMUSG00000000394,Gcg,0.01,0,0,0,0,0,0,0,0,0
ENSMUSG00000000399,Ndufa9,33.16,34.59,32.31,21.54,20.61,26.36,29.94,30.77,16.47,21.07
ENSMUSG00000000402,Egfl6,0.38,0.44,0.24,0.07,0.07,0.45,0.44,0.33,0.09,0.27
ENSMUSG00000000409,Lck,0.37,0.18,0.49,0.29,0.2,0.34,0.21,0.19,0.09,0.3
ENSMUSG00000000411,Tssk3,0.02,0,0.02,0.02,0,0,0.03,0,0.01,0.01
ENSMUSG00000000416,Cttnbp2,11.63,18.34,18.66,2.31,8.32,16.85,9.87,13.63,4.97,5.86
ENSMUSG00000000420,Galnt1,23.81,24.03,30.77,20.36,24.51,18.74,17.31,17.16,14.23,18.92
ENSMUSG00000000435,Myf5,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000439,Mkrn2,11.6,13.47,14.2,7.08,9.34,13.68,11.03,10.52,5.22,7.35
ENSMUSG00000000440,Pparg,0.1,0.06,0.14,0.12,0.2,0.06,0.07,0.11,0.11,0.1
ENSMUSG00000000441,Raf1,20.78,26.4,27.96,19.51,21.45,24.4,19.83,21.75,13.48,16.74
ENSMUSG00000000486,Sept1,0.94,1.55,0.74,0.52,1.04,0.66,1.18,0.67,0.72,0.82
ENSMUSG00000000489,Pdgfb,6.23,8.71,8.5,9.37,7.56,4.66,6.74,6.49,5.49,4.39
ENSMUSG00000000530,Acvrl1,1.85,2.12,2.94,2.75,3.78,1,2.04,1.39,2.71,2.7
ENSMUSG00000000531,Grasp,0.82,1.1,1.1,1.52,1.88,0.6,0.9,0.61,1.15,1.19
ENSMUSG00000000532,Acvr1b,20.23,22.86,22.06,11.84,12.27,14.37,12.63,13.23,6.23,9.41
ENSMUSG00000000538,Tom1l2,27.77,36.55,31.35,18.68,24.1,32.08,25.83,24.31,14.3,15.95
ENSMUSG00000000544,Gpa33,4.35,4.07,4.73,3.58,4.19,1.57,2.92,2.78,2.01,3.43
ENSMUSG00000000552,Zfp385a,61.38,93.9,84.28,35.05,43.78,85.5,49.37,45.36,21.36,30.93
ENSMUSG00000000555,Itga5,6.52,6.88,14.4,7.63,9.51,3.36,4.83,3.73,5.25,5.47
ENSMUSG00000000560,Gabra2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000561,Wdr77,11.16,12.47,12.85,9.71,11.37,10.36,8.92,10.25,5.83,9.65
ENSMUSG00000000562,Adora3,0.19,0.1,0.11,0.02,0.06,0.09,0.13,0.12,0.02,0.05
ENSMUSG00000000563,Atp5f1,89.04,82.98,86.96,63.35,57.71,83.11,73.91,84.79,49.91,56.57
ENSMUSG00000000567,Sox9,33.02,51.27,61.69,47.74,43.01,36.04,36.03,34.55,24.82,33.2
ENSMUSG00000000568,Hnrnpd,57.85,70.47,80.76,37.34,49.66,54.19,44.4,49.79,24.54,38.47
ENSMUSG00000000579,Dynlt1c,1.61,1.57,1.2,1.27,1.26,0.82,0.97,0.97,1.11,1.72
ENSMUSG00000000581,C1d,19.62,18.98,23.24,16.88,15.69,15.95,20.46,22.2,12.67,13.58
ENSMUSG00000000594,Gm2a,28.44,56.08,36.35,52.57,49.34,48.5,32.76,32.2,25.51,26.49
ENSMUSG00000000600,Krit1,5.23,5.9,5.66,5.7,5.49,3.84,4.12,4.32,5.26,7.2
ENSMUSG00000000605,Clcn4-2,15.34,17.21,18.63,13.09,14.28,15.32,16.27,14.16,9.64,11.22
ENSMUSG00000000606,Vmn2r88,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000617,Grm6,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000627,Sema4f,0.36,0.57,0.86,1.04,1.09,0.29,0.25,0.19,0.51,1.02
ENSMUSG00000000628,Hk2,13.29,18.96,19.33,11.02,21.35,15.28,8.53,6.97,5.75,9.97
ENSMUSG00000000631,Myo18a,104.25,132.52,124,69.39,71.71,93.12,71.37,63.88,36.82,46.6
ENSMUSG00000000632,Sez6,0,0,0.01,0,0,0,0,0.02,0,0
ENSMUSG00000000673,Haao,0.81,0.65,0.54,0.21,0.33,0.14,0.3,0.34,0.18,0.55
ENSMUSG00000000682,Cd52,10.97,4.69,7.43,1.71,2.79,4.96,4.98,6.88,3.3,2.68
ENSMUSG00000000686,Abhd15,0.44,0.27,0.49,0.34,0.51,0.34,0.29,0.25,0.24,0.58
ENSMUSG00000000690,Hoxb6,0.23,0.11,0.27,0.14,0.22,0.02,0.12,0.14,0.11,0.15
ENSMUSG00000000693,Loxl3,1.76,1.13,1.9,5.02,4.84,1,1.9,1.28,3.44,5.21
ENSMUSG00000000701,Tcl1b5,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000706,Btn1a1,0.02,0.02,0,0.04,0.17,0.01,0.02,0.01,0.02,0.02
ENSMUSG00000000708,Kat2b,5.71,7.7,7.48,5.04,5.04,6.06,5.44,4.69,3.61,5.05
ENSMUSG00000000711,Rab5b,32.65,39.55,37.27,26.82,26.39,37.87,33.52,32.09,17.89,21.8
ENSMUSG00000000724,Cryba1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000730,Dnmt3l,1.29,0.9,0.54,0.53,0.25,0.48,0.76,0.43,0.34,0.67
ENSMUSG00000000731,Aire,0.04,0.01,0,0,0.01,0,0,0,0.03,0.05
ENSMUSG00000000732,Icosl,5.78,7.13,5.58,3.71,3.84,4.22,4.73,3.26,3.03,3.22
ENSMUSG00000000738,Spg7,9.32,10.76,11.69,6.02,7.11,8.67,6.14,6.8,4.34,5.52
ENSMUSG00000000739,Sult5a1,0.24,0.59,0.51,0.39,0.21,0.37,0.55,0.35,0.22,0.43
ENSMUSG00000000740,Rpl13,1062.29,1053.34,1176.79,585.55,490.83,1101.19,1056.36,1169.72,411.92,613.89
ENSMUSG00000000743,Chmp1a,68.53,85.97,72.65,54.59,43.47,81.89,73.18,73.16,31,39.21
ENSMUSG00000000751,Rpa1,19.1,23,27.95,14.67,22.72,18.87,14.03,16.5,11.14,20.23
ENSMUSG00000000753,Serpinf1,28.72,31.1,38.6,88.35,113.34,13.31,35.61,26.07,59.86,67.47
ENSMUSG00000000759,Tubgcp3,8.36,8.82,8.99,6.01,7.12,7.14,7.14,6.2,5.82,7.49
ENSMUSG00000000766,Oprm1,0,0,0,0,0,0.01,0,0,0,0
ENSMUSG00000000776,Polr3d,7.48,8.38,10.19,7.93,7.75,5.92,5.23,4.29,5.13,6.19
ENSMUSG00000000782,Tcf7,11.8,12.87,22.67,19.73,31.17,6.81,8.12,7.33,11.7,20.26
ENSMUSG00000000787,Ddx3x,106.77,128.98,135.17,107.91,98.8,131.85,110.15,100.59,62.64,97.94
ENSMUSG00000000791,Il12rb1,0.05,0.17,0.07,0.09,0.14,0.07,0.06,0.1,0.12,0.08
ENSMUSG00000000792,Slc5a5,0.13,0.09,0.14,0.18,0.18,0.1,0.05,0.09,0.04,0.08
ENSMUSG00000000794,Kcnn3,0.32,0.45,0.49,0.3,0.53,0.25,0.2,0.29,0.24,0.51
ENSMUSG00000000804,Usp32,10.62,14.25,18.34,10.28,16.57,13.01,8.97,9.36,6.63,8.89
ENSMUSG00000000805,Car4,0.02,0.07,0,0,0,0,0,0,0,0
ENSMUSG00000000811,Txnrd3,10.52,12.95,14.27,8.83,10.57,12.03,10.22,10.74,5.76,8.46
ENSMUSG00000000817,Fasl,0.05,0,0.06,0.01,0.02,0.01,0.03,0,0.04,0.01
ENSMUSG00000000823,Znf512b,11.49,14.08,15.46,8.23,11.83,8.99,8.16,6.52,5.62,7.87
ENSMUSG00000000826,Dnajc5,22.31,31.11,30.9,18.02,21.15,22.81,21.09,20.53,10.84,14.23
ENSMUSG00000000827,Tpd52l2,56.57,56.34,59.96,41.37,33.11,48.61,54.54,56.27,30.56,36.71
ENSMUSG00000000838,Fmr1,12.96,13.05,16.51,9.12,10.18,10.84,10.75,9.49,6.84,11.09
ENSMUSG00000000861,Bcl11a,25.5,28.96,23.19,20.57,13.66,21.28,19.8,18.94,11.85,12.19
ENSMUSG00000000869,Il4,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000876,Pxmp4,6.72,5.85,7.14,3.78,4.65,5.72,5.11,5.55,2.79,3.25
ENSMUSG00000000881,Dlg3,9.91,12.91,10.75,6.77,8.19,14.15,9.68,8.25,4.12,5.59
ENSMUSG00000000884,Gnb1l,3.32,3.84,4.3,3.38,3.56,3.63,4.15,3.79,2.23,1.83
ENSMUSG00000000889,Dbh,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000901,Mmp11,1.35,2.48,1.02,0.93,1.53,0.92,1.21,0.9,1.74,0.79
ENSMUSG00000000902,Smarcb1,27.88,31.11,33.34,18.78,22.03,24.65,20.89,21.73,11.89,17.71
ENSMUSG00000000903,Vpreb3,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000915,Hip1r,33.41,49.22,33.08,23.05,28.85,41,28.36,25.6,15.86,15.12
ENSMUSG00000000916,Nsun5,3.75,3.34,4.06,2.38,4.26,2.68,2.99,2.58,1.9,3.24
ENSMUSG00000000934,Top1mt,5.58,7.08,8.3,3.6,4.75,5.12,4.41,3.72,2.12,3.47
ENSMUSG00000000938,Hoxa10,1.65,1.49,1.51,2.73,2.08,1.98,2.03,1.98,1.68,1.95
ENSMUSG00000000942,Hoxa4,0.41,0.49,0.44,0.13,0.21,0.38,0.28,0.32,0.18,0.1
ENSMUSG00000000957,Mmp14,42.26,49.77,73.74,81.88,107.33,27.41,42.92,35.25,41.57,50.92
ENSMUSG00000000958,Slc7a7,0.87,0.89,0.89,0.89,1.32,0.51,0.8,0.51,0.52,1.19
ENSMUSG00000000959,Oxa1l,12.96,15.68,16.91,8.73,11.41,11.19,10.11,10.07,5.41,7.88
ENSMUSG00000000976,Heatr6,4.79,5.12,4.93,3.46,4.24,4.01,3.37,3.37,2.08,3.01
ENSMUSG00000000982,Ccl3,0.72,1.08,10.1,0.2,0.21,1.14,0.74,1.81,0.11,0.04
ENSMUSG00000000983,Wfdc18,301.22,227.3,165.29,300.8,316.61,142.66,124.03,175.75,213.56,181.54
ENSMUSG00000001014,Icam4,0.03,0.05,0.02,0.01,0.06,0.04,0.02,0.12,0.02,0
ENSMUSG00000001016,Ilf2,20.65,18.64,24.28,13.52,15.26,15.62,14.74,16.78,9.47,13.74
ENSMUSG00000001017,Chtop,39.11,41.1,44.57,30.12,31.19,37.19,39.52,37.43,21.55,28.88
ENSMUSG00000001018,Snapin,16.1,18.39,20.19,12.04,11.17,18.21,15.31,15.72,7.9,9.79
ENSMUSG00000001020,S100a4,148.82,124.01,288.8,154.89,99.43,46,134.93,95.96,152.23,146.41
ENSMUSG00000001021,S100a3,35.28,53.37,41.46,150.22,443.92,37.08,22.36,32.74,55.64,157.22
ENSMUSG00000001023,S100a5,0.05,0,0,0,0,0,0,0,0,0.04
ENSMUSG00000001025,S100a6,352.31,407.51,528.21,367.89,269.61,221.59,243.3,258.31,245.64,272.39
ENSMUSG00000001027,Scn4a,0,0,0.01,0.02,0.03,0,0,0,0.01,0.01
ENSMUSG00000001029,Icam2,0.48,0.5,0.75,1.47,1.91,0.25,0.41,0.4,1.21,1.78
ENSMUSG00000001034,Mapk7,4.4,5.37,5.8,3.28,3.51,3.39,3.12,3.41,2.15,3.05
ENSMUSG00000001036,Epn2,21.28,29.59,26.95,18.32,15.97,27.32,22.79,22.76,11.75,17.63
ENSMUSG00000001039,B9d1,6.96,7.6,7.5,5.49,4.33,5.27,5.61,7.71,4.2,6.59
ENSMUSG00000001052,Sec24b,13.44,17.98,20.17,14.43,15.24,14.31,9.18,9.28,7.35,9.13
ENSMUSG00000001053,N4bp3,9.67,12.39,13.19,8.75,8.19,17.07,10.18,12.73,5.34,7.01
ENSMUSG00000001054,Rmnd5b,14.55,16.72,18.13,9.48,11.1,15.39,14.11,12.47,6.27,9.45
ENSMUSG00000001056,Nhp2,91.79,84.75,88.45,54.8,51.45,88.85,85.61,97.81,43.4,56.36
ENSMUSG00000001062,Vps9d1,9.83,13.52,11.55,5.89,9.29,9.26,6.6,9.11,4.15,5.38
ENSMUSG00000001065,Zfp276,3.74,3.82,4.54,3.3,3.88,2.54,2.67,2.94,2.33,2.56
ENSMUSG00000001076,C1ql4,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001082,Mfsd10,15.66,20.51,27.94,10.31,18.13,15.62,13.4,12.41,6.7,12.61
ENSMUSG00000001089,Luzp1,23.7,28.65,36.27,19.38,21.06,20.46,17.45,17.64,9.31,14.58
ENSMUSG00000001095,Slc13a2,0,0.01,0.01,0.01,0.05,0.01,0.01,0,0.01,0.02
ENSMUSG00000001098,Kctd10,27.38,32.1,32.84,24.48,26.25,23.52,25.76,24.51,15.09,19.22
ENSMUSG00000001100,Poldip2,28.64,28.69,31.29,17.75,21.29,25.44,22.31,21.74,14.04,18.27
ENSMUSG00000001103,Sebox,0.05,0.06,0.02,0.1,0.01,0,0,0.1,0.01,0.06
ENSMUSG00000001105,Ift20,60.54,63,60.43,39.92,34.41,67.87,59.32,61.2,31.57,34.08
ENSMUSG00000001119,Col6a1,40.63,63.65,69.98,112.84,138.6,22.75,58.75,40.79,68.87,72.53
ENSMUSG00000001120,Pcbp3,2.75,2.89,4.1,1.82,2.88,2.41,2.59,1.46,1.44,1.5
ENSMUSG00000001123,Lgals9,13.4,10.65,18.67,8.27,9.9,7.75,9.43,7.99,5.32,6.89
ENSMUSG00000001127,Araf,23.08,22.49,22.03,16,17.97,21.85,19.43,20.69,12.6,15.64
ENSMUSG00000001128,Cfp,3.03,1.18,3.44,1.17,0.8,1.22,1.47,1.3,0.94,1.23
ENSMUSG00000001131,Timp1,10.5,3.94,34.02,21.36,20.57,1.17,4.96,3.7,16.61,15.64
ENSMUSG00000001134,Uxt,18.09,17.65,19.42,10.68,6.43,14.51,16.58,15.78,7.7,10.4
ENSMUSG00000001138,Cnnm3,5.52,6.73,6.26,4.11,4.64,4.94,4.92,4.48,2.26,3.93
ENSMUSG00000001143,Lman2l,4.41,4.81,4.66,3.8,5.01,4.49,2.59,2.96,2.75,3.39
ENSMUSG00000001150,Mcm3ap,6.83,8.19,9.52,5.09,5.66,5.73,4.9,5.09,2.73,4.53
ENSMUSG00000001151,Pcnt,5.65,7.39,7.23,3.16,4.44,4.14,3.83,3.63,2.1,3
ENSMUSG00000001155,Ftcd,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001156,Mxd1,22.58,33.94,28.67,27.26,17.02,36.68,26.48,22.27,12.69,10.76
ENSMUSG00000001157,Gmcl1,5.31,5.27,5.66,9.02,12.4,4.21,3.99,4.3,6.29,9.9
ENSMUSG00000001158,Snrnp27,19.19,20.92,20.42,16.63,16.1,17.83,18.84,20.91,11.41,13.98
ENSMUSG00000001166,Oas1c,1.73,1.64,1.65,0.62,0.45,1.9,1.94,1.57,0.51,0.63
ENSMUSG00000001168,Oas1h,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001173,Ocrl,5,5.99,6.11,4.05,4.83,5.05,4.23,4.71,3.45,4.09
ENSMUSG00000001175,Calm1,62.5,62.89,72.49,51.16,65.55,42.48,47.78,50.63,39.24,42.27
ENSMUSG00000001211,Agpat3,60.16,63.36,66.98,23.71,22.83,63.28,41.89,41.3,17.52,24.78
ENSMUSG00000001225,Slc26a3,0.04,0,0.01,0,0.02,0,0,0,0.01,0.04
ENSMUSG00000001227,Sema6b,0.41,0.47,1.22,0.58,0.99,0.25,0.41,0.27,0.62,0.86
ENSMUSG00000001228,Uhrf1,14.56,11.75,21.19,4.88,10.68,4.54,6.61,6.1,3.36,9.47
ENSMUSG00000001229,Dpp9,5.25,6.91,7.6,4.85,7.01,4.82,3.95,4.42,3.34,5.01
ENSMUSG00000001240,Ramp2,1.92,2.09,4.81,6.09,7.94,1.1,3.54,2.1,5.2,8.6
ENSMUSG00000001247,Lsr,17.71,17.7,18.91,12.87,15.53,15.99,14.2,14.4,8.04,13.67
ENSMUSG00000001248,Gramd1a,2.51,2.63,2.94,2.32,3.16,1.86,2.34,2.17,2.54,2.6
ENSMUSG00000001249,Hpn,0.19,0.18,0.2,0.23,0.17,0.14,0.3,0.1,0.2,0.23
ENSMUSG00000001260,Gabrg1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001270,Ckb,13.68,15.75,42.96,23.76,36.35,9.58,15.9,18.9,13.86,19.24
ENSMUSG00000001280,Sp1,21.92,30.64,29.4,15.58,21.96,27.16,21.87,22.3,10.92,15.78
ENSMUSG00000001281,Itgb7,1.09,0.69,1.1,0.53,0.8,0.67,0.38,0.32,0.22,0.57
ENSMUSG00000001285,Myg1,12.17,8.94,11.5,8.2,9.44,7.09,8.05,8.17,6.41,9.15
ENSMUSG00000001288,Rarg,59.78,81.74,85.89,48.57,55.39,66.79,52.19,56.04,25.38,36.74
ENSMUSG00000001289,Pfdn5,108.55,108.4,124.23,97.13,67.72,118,142.55,137.24,76.33,74.83
ENSMUSG00000001300,Efnb2,10.02,12.31,12.97,15.86,20.04,9.4,9.08,9.61,11.23,14.82
ENSMUSG00000001305,Rrp15,5.73,7.41,8.51,5.03,5.17,5.8,5.41,4.76,2.79,4
ENSMUSG00000001313,Rnd2,2.8,3.42,4.85,2.15,2.06,2.96,2.74,2.45,1.59,1.77
ENSMUSG00000001323,Srr,2.68,3.92,3.95,2.6,2.6,2.23,2.04,1.97,1.25,2.28
ENSMUSG00000001333,Sync,0.06,0.14,0.25,0.15,0.07,0.03,0.08,0.03,0.1,0.1
ENSMUSG00000001334,Fndc5,0.03,0.01,0.02,0.29,0.33,0.01,0.03,0,0.16,0.18
ENSMUSG00000001348,Acp5,58.05,55.11,177.67,53.85,77.06,40.37,44.55,70.65,25.98,49.08
ENSMUSG00000001349,Cnn1,0.45,0.12,0.49,0.73,0.7,0.03,0.09,0.02,0.63,0.58
ENSMUSG00000001366,Fbxo9,10.93,10.8,13.57,6.61,9.15,8.82,7.24,7.01,5.45,7.57
ENSMUSG00000001376,Ccdc132,8.18,7.93,8.15,5.51,5.76,7.3,6.69,5.93,3.8,5.46
ENSMUSG00000001380,Hars,47.18,52.67,48.35,27.13,24.79,53.88,38.07,35.9,17.83,22.63
ENSMUSG00000001383,Zmat2,18.78,22.98,22.79,12.69,14.36,20.19,18.42,18.64,9.41,12.05
ENSMUSG00000001403,Ube2c,22.19,12.22,30.32,9.51,14.96,6.14,4.61,10.81,4.5,9.85
ENSMUSG00000001415,Smg5,10.66,13.63,12.11,9.01,12.81,9.05,7.62,8.25,6.46,7.88
ENSMUSG00000001416,Cct3,71.66,70.03,75.33,58.94,65.73,63.19,65.74,63.28,36.96,51.91
ENSMUSG00000001418,Glmp,36.36,40.24,41.81,27.06,30.4,32.31,27.96,27.23,17.87,23.86
ENSMUSG00000001419,Mef2d,15.27,21.3,23.07,13.7,24.21,17.3,11.29,11.84,8.6,10.47
ENSMUSG00000001420,Tmem79,38.52,46.74,40.02,27.09,27.84,38.94,30.78,33.35,14.56,18.77
ENSMUSG00000001424,Snd1,23.76,29.6,32.43,17.37,25.91,21.26,17.69,20.78,13.76,17.59
ENSMUSG00000001435,Col18a1,59.52,73.35,71.52,68.6,87.99,35.65,49.47,51.84,41.95,56.49
ENSMUSG00000001436,Slc19a1,6.33,7.37,8.53,3.25,4.9,6.75,4.95,4.58,2.62,4.32
ENSMUSG00000001440,Kpnb1,39.48,46.01,54.43,26.82,36.48,34.55,24.76,25.91,16.22,25.64
